1		1
2		1
3		2
4		3
5		1
6		3
7		3
8		4
9		2
10		3
11		5
12		5
13		5
14		1
15		2
16		2
17		2
18		3
19		2
20		2
21		2
22		1
23		1
24		6
25		1
26		3
27		6
28		6
29		2
30		3
31		3
32		6
33		6
34		6
35		2
36		3
37		1
38		3
39		6
40		3
41		6
42		6
43		6
44		3
45		3
46		6
47		2
48		3
49		1
50		7
51		6
52		3
53		3
54		2
55		3
56		2
57		3
58		2
59		1
60		2
61		3
62		6
63		6
64		6
65		6
66		6
67		6
68		3
69		1
70		6
71		6
72		4
73		3
74		6
75		6
76		2
77		6
78		7
79		4
80		3
81		2
82		4
83		4
84		4
85		4
86		4
87		7
88		2
89		2
90		1
91		4
92		4
93		4
94		4
95		2
96		2
97		4
98		2
99		2
100		2
101		2
102		3
103		3
104		2
105		2
106		4
107		6
108		3
109		2
110		2
111		2
112		3
113		3
114		2
115		3
116		3
117		2
118		2
119		7
120		7
121		6
122		6
123		7
124		7
125		6
126		4
127		6
128		7
129		6
130		2
131		6
132		6
133		6
134		4
135		6
136		6
137		2
138		2
139		2
140		6
141		6
142		6
143		7
144		6
145		7
146		2
147		4
148		3
149		5
150		2
151		1
152		4
153		1
154		6
155		1
156		1
157		1
158		7
159		7
160		2
161		2
162		6
163		1
164		1
165		1
166		3
167		1
168		1
169		2
170		1
171		4
172		1
173		2
174		2
175		6
176		1
177		7
178		1
179		2
180		6
181		2
182		2
183		7
184		2
185		1
186		1
187		1
188		4
189		1
190		7
191		2
192		2
193		1
194		6
195		4
196		7
197		6
198		6
199		4
200		6
201		1
202		1
203		1
204		7
205		7
206		7
207		7
208		7
209		7
210		7
211		7
212		7
213		7
214		6
215		7
216		7
217		2
218		2
219		1
220		2
221		2
222		7
223		1
224		1
225		6
226		6
227		3
228		3
229		3
230		3
231		3
232		3
233		3
234		3
235		3
236		3
237		3
238		3
239		6
240		3
241		1
242		3
243		3
244		6
245		6
246		3
247		3
248		2
249		3
250		6
251		6
252		6
253		3
254		6
255		3
256		3
257		7
258		6
259		6
260		6
261		6
262		3
263		1
264		6
265		6
266		6
267		3
268		3
269		1
270		3
271		3
272		6
273		3
274		3
275		3
276		2
277		4
278		4
279		1
280		4
281		7
282		6
283		6
284		6
285		7
286		7
287		7
288		6
289		7
290		6
291		3
292		6
293		4
294		7
295		4
296		1
297		1
298		6
299		6
300		6
301		4
302		6
303		6
304		3
305		3
306		6
307		6
308		6
309		3
310		6
311		3
312		3
313		3
314		2
315		6
316		3
317		3
318		1
319		3
320		7
321		7
322		6
323		6
324		2
325		2
326		3
327		6
328		3
329		3
330		3
331		3
332		3
333		3
334		3
335		3
336		3
337		3
338		3
339		6
340		3
341		3
342		3
343		2
344		3
345		3
346		3
347		3
348		3
349		6
350		6
351		3
352		3
353		6
354		3
355		3
356		3
357		6
358		2
359		2
360		6
361		6
362		1
363		6
364		3
365		2
366		3
367		3
368		3
369		3
370		3
371		3
372		3
373		3
374		3
375		3
376		2
377		6
378		6
379		2
380		3
381		3
382		7
383		7
384		2
385		7
386		7
387		4
388		3
389		4
390		2
391		6
392		2
393		2
394		2
395		2
396		4
397		2
398		6
399		4
400		4
401		4
402		4
403		6
404		6
405		3
406		3
407		3
408		2
409		3
410		3
411		2
412		3
413		2
414		2
415		6
416		3
417		3
418		3
419		6
420		2
421		2
422		6
423		4
424		4
425		2
426		7
427		4
428		1
429		2
430		2
431		2
432		2
433		2
434		4
435		2
436		2
437		2
438		6
439		2
440		2
441		6
442		5
443		5
444		5
445		2
446		2
447		1
448		6
449		1
450		1
451		2
452		2
453		2
454		2
455		2
456		2
457		2
458		4
459		4
460		2
461		2
462		4
463		4
464		4
465		1
466		2
467		1
468		2
469		2
470		2
471		2
472		2
473		2
474		2
475		2
476		1
477		2
478		2
479		2
480		2
481		2
482		2
483		6
484		7
485		2
486		2
487		2
488		2
489		7
490		1
491		2
492		2
493		6
494		1
495		6
496		2
497		2
498		2
499		2
500		2
501		6
502		3
503		2
504		2
505		2
506		2
507		2
508		2
509		4
510		2
511		7
512		7
513		2
514		2
515		2
516		2
517		2
518		2
519		2
520		2
521		2
522		2
523		2
524		2
525		2
526		2
527		2
