211.09,184.26,266.18,173.81,237.5,220.6,165.26,236.06,176.34,138.25,191.77,137.17,245.97,189.64,255.6,243.74,243.33,201.05,204.64,204.47,243.25,236.13,206.45,153.06,206.42,205.74,184.19,169.1,220.6,269.11,218.31,213.02,292.83,237.04,253.3,254.09,233.43,207.92,264.96,252.77,255.21,247.37,182.1,186.67,196.05,319.58,186.25,160.26,211.68,226.89,226.11,172.19,120.09,184.84,171.63,208.17,253.28,209.34,274.26,226.6,317.69,154.66,201.85,222.55,152.94,240.02,247.39,222.2,226.15,174.63,218.57,326.34,203.86,199.55,230.86,202.32,193.03,304.86,122.14,226.43,204.69,202.33,259.8,183.61,200.62,212.69,194.67,217.07,248.46,217,197.46,258.83,244.72,210.07,234.1,208.83,214.91,356.01,232.63,152.67
187.94,162.56,202.55,210.42,198.43,192.39,214.16,143.79,140.41,255.68,207.31,221.55,181.44,241.44,182.14,251.66,215.75,187.11,270.93,188.25,161.83,220.11,214.4,188.9,212.86,225.34,121.35,248.2,156.43,243.07,187.62,128.45,166.71,198.65,183.37,181.66,173.57,245.33,246.91,203.34,239.75,171.78,204.28,257.47,205.28,128.55,176.03,140.64,203.83,158.02,245.22,224.67,101.08,135.63,279.66,226.41,250.71,226.74,205.38,187.02,187.8,141.52,179.91,156.92,179.78,176.05,205.38,212.23,188.45,204.84,184.57,222.25,132.73,220.23,203.12,149.24,190.27,222.59,220.27,181.25,212.12,156.09,219.02,169.6,209.77,120.67,219.81,224.24,122.15,261.29,213.2,123.65,202.79,148.73,276.78,220.3,220.31,251.91,208.1,219.05
231.68,168.69,273.26,294.23,207.52,159.42,295.26,231.56,111.94,161.13,201.2,145.04,212.35,257.97,255.18,185.15,245,204.47,285,262.59,214.81,229.62,127.82,289.53,242.9,231.02,198.9,260.76,289.72,243.75,213.13,178.62,236.28,183.09,231.59,225.82,236.95,197.1,200.59,180.37,203.42,169.85,247.62,174.25,234.84,259.5,260.02,235.4,262.22,161.72,276.87,151.09,170.61,316.55,321.63,243.13,221.05,184.83,196.52,159.92,255.15,273.5,201.93,188.02,267.61,184.6,293.97,236.33,330.91,171.46,291.96,191.6,216.69,275.82,254.09,232.44,255.85,273.64,191.76,271.99,239.82,229.69,254.47,196.93,178.6,156.73,238.98,122.44,311.51,151.5,143.21,271.28,223.94,243.74,221.4,208.33,266.21,245.82,190.78,193.78
216.27,266.71,218.19,206.55,180.39,196.3,99.054,169.86,162.34,189.69,228.7,180.81,176.53,139.44,202.68,255.74,163,142.26,189.39,229.98,173.79,216.87,199.62,227.54,176.88,254.73,211.29,187.33,263.48,170.73,218.07,224.75,252.42,174.28,270.29,178.25,229.16,264.51,199.77,142.76,204.34,163.85,149.06,226.8,216.55,97.19,61.661,83.556,180.57,197.5,185.3,263.5,195.03,198.88,220.68,228.26,222.37,166.31,184.52,196.46,142.15,245.59,178.6,228.46,251.27,261.4,221.69,187.48,264.79,220.53,201.57,196.86,246.38,214.23,151.05,186.81,134.07,179.7,250.13,145.46,153.23,259.75,161.82,208.22,187.15,212.75,255.56,278.67,185.24,185.9,176.1,218.43,163.74,229.14,245.42,262.31,210.51,222.32,244.93,176.58
152.85,147.74,134.33,204.09,134.01,154.91,182.29,131.8,231.44,163.56,224.31,186,125.87,206.73,180.72,208.12,145.3,185.26,143.91,208.08,216.74,137.96,205.02,169.58,162.32,198.66,157.56,141.15,168.34,142.23,185.29,191.7,179.59,223.93,133.83,216.01,178.19,178.82,154.95,186.19,201.69,157.19,219.93,175.84,149.72,138.5,201.16,117.61,217.44,180.19,217.24,190.05,151.33,125.06,168.87,208.24,125.23,203.09,183.04,164.28,145.27,162.52,159.48,195.63,184.74,160.38,180.62,191.51,185.31,154.31,108.74,167.15,166.99,144.05,190.44,93.426,146.99,110.3,211.32,172.09,160.32,150.97,160.59,186.86,183.85,188.02,144.69,207.31,197.27,130.09,188.37,235.93,201.95,118.63,169.31,136.22,88.938,188.01,152.47,172.39
206.43,343.02,358.68,210.35,207.01,221.12,236.48,217.77,264.29,293.1,231.19,210.52,275.06,288.48,266.31,287.26,306.99,257.82,267.96,277.66,299.63,314.87,309.49,291.45,246.04,374.35,283.53,270.25,393.18,241.19,209.04,240.16,308.72,246.42,266.72,253.17,235.26,271.59,276.52,248.46,233.92,251.78,299.21,235.34,300.63,226.46,259.56,104.35,295.75,307.36,231.38,265.9,265.23,241.84,262.46,273.02,206.73,232.31,205.66,301.53,256.19,194.65,241.05,281.27,288.63,221.53,232.81,224.95,183.08,251.48,247.34,261.49,281.96,304.81,273.23,311.25,255.92,351.1,249.42,241.52,257.31,202.33,213.79,296.94,329.77,214.37,272.56,318.14,237.83,320.67,282.44,237.78,212.19,265.97,306.08,234.32,241.85,311.44,240.3,274.5
242.32,201.45,268.09,245.21,229.57,217.27,168.47,244.33,226.6,76.175,187.73,181.5,199.96,161.07,259.32,223.51,208.48,172.72,191.95,203.07,169.96,192.58,149.31,249.14,199.91,234.03,213.75,238.77,225.58,222,173.57,226.82,145.54,232.79,197.27,222.19,198.03,230.15,275.37,201.86,189.49,211.8,192.79,94.321,264.27,215.81,249.56,178.95,225.73,177.43,157.35,173.05,229.99,250.98,122.54,170.88,153.15,142.12,117.12,229.51,171.03,217.22,238.39,257.09,260.09,181.58,243.97,207.51,144.55,184.28,187.15,170.08,228.61,214.14,196.11,205.09,202.37,168.73,174.7,224.18,199.68,265.63,213.25,235.56,207.09,180.69,230.98,150.47,220.54,192.67,143.43,274.72,126.29,157.18,202.25,224.93,182.41,204.97,246.86,193.67
257.25,330.43,253.95,216.36,324.98,216.25,193.18,316.42,428.98,286.54,218.11,248.22,295.44,309,240.76,281.16,210.51,254.56,301.66,304.64,153.6,239.88,292.42,306.89,362.44,347.62,228.04,116.9,246.49,268.21,328.54,238.13,290.56,354.46,263.15,232.76,270.48,285,234.1,346.12,285.07,307.26,238.07,272.01,296.68,273.74,379.69,324.3,280.68,344.31,309.98,337.99,348.51,380.65,159.12,201.84,340.81,222.11,287.51,298.63,365.17,279.01,205.46,227.07,266.91,355.48,304.27,273.88,212.99,327.38,256.18,203.08,250.95,278.27,158.81,308.51,370.8,308.46,349.57,190.72,284.84,268.37,214.12,286.86,163.5,300.16,319.4,255.2,229.27,315.78,250.11,407.44,354.34,233,233.69,267.82,246.18,228.8,200.1,302.16
230.62,321.08,322.02,213.82,269.42,302.63,269.03,206.34,268.88,271.83,336.85,300.21,143.47,162.21,225.92,273.02,246.12,216.95,302.08,219.75,275.91,165.48,244.02,348.92,243.61,229.79,175,159.3,203.67,155.97,249.71,217.18,257.65,227.95,322.07,218.39,374.72,284.31,286.95,290.03,211.97,186.74,227.4,283.64,259.93,277.41,279.33,296.31,229.73,226.44,178.43,202.71,252.75,284.09,239.96,190.72,204.42,234.54,265.43,244.41,125.91,275.82,295.6,252.54,267.79,292.82,305.96,175.29,201.09,297.36,266.31,334.89,331.47,286.31,134.27,201.8,346.51,266.43,216.73,239.78,231.32,280.06,321.69,239.45,209.67,287.81,316.94,234.55,164.66,303.98,183.54,362.1,185.65,300.61,246.29,221.44,282.55,289.1,225.37,275.17
228.85,173.33,262.15,254.31,216.72,289.45,202.12,289.55,229.61,228.13,214.25,328.73,277.54,197.19,234.4,295.84,241.56,268.61,174.29,328.34,216.01,221.34,314.37,217.97,191.97,236.67,211.7,289.79,288.53,314.44,218.06,263.75,245.58,233.09,179.54,166.8,346.94,134.65,295.2,173.13,290.57,269.81,267.09,304.11,213.13,216.96,198.91,216.64,246.12,282.31,241.56,232.18,210.38,314.93,225.69,188.63,234.65,226.7,241.81,286.53,275.62,243.57,258.88,303.7,332.15,281.95,248.49,282.8,234.85,333.18,209.58,233.31,278.15,272.8,263.04,346.56,207.3,225.17,229.4,156.85,208.75,298.75,224.29,260.42,295.59,277.34,221.28,280.12,316.56,238.9,222.62,205.39,116.15,342.58,288.78,227.22,401.27,277.5,158.05,298.56
