110.14,149.28,68.161,101.77,86.147,177.61,96.942,141.14,191.33,157.94,185.42,217.74,140.27,92.866,165.01,68.742,61.102,187.87,219.59,141.97,111.15,135.03,105.54,152.24,168.5,70.92,159.81,204.07,218.64,33.348,174.8,219.94,136.09,80.149,72.944,209.74,39.365,74.477,3.3924,143.21,89.96,140.84,39.573,56.978,88.739,97.305,73.201,121.69,141.5,23.653,107.18,8.0043,202.46,144.8,164.46,139.99,68.272,149.95,127.12,209.49,51.09,180.35,181.36,141.84,62.667,129.31,185.61,95.926,187.03,214.89,120.72,65.625,169.81,40.767,207.93,56.168,81.608,198.79,198.2,189.82,210.17,11.351,142.61,25.729,181.23,82.155,120.37,44.747,215.4,2.7147,185.64,16.306,42.914,70.723,65.787,67.936,85.237,189.6,80.891,156.44
167.31,90.999,97.842,237.21,231.48,260.53,183.75,134.02,55.35,8.0676,41.728,227.83,73.62,241.61,120.04,18.471,257.46,219.72,292.7,54.61,271.32,272.56,211.26,79.172,142.17,114.35,285.39,90.353,39.187,121.13,294.46,231.09,22.466,168.66,214.13,57.049,83.971,57.956,43.191,149.64,162.04,68.124,249.99,265.2,50.041,0.72805,111.17,95.078,282.89,134.05,227.11,12.589,132.86,138.45,116.11,168.23,239.3,2.4331,166.81,88.85,192.95,252.23,281.71,236.29,25.67,148.94,27.25,40.948,91.004,11.181,212.5,27.301,156.38,86.634,69.389,37.401,153.14,300.33,37.301,175.74,23.815,279.41,73.369,122.36,299.42,134.46,226.81,39.816,74.57,3.9262,110.12,157.43,200.33,117.81,12.343,267.8,282.04,210.7,166.47,51.24
46.877,30.21,6.7482,44.675,16.434,14.641,8.4725,26.457,19.297,18.533,15.403,15.948,20.442,26.457,2.6956,36.543,21.289,4.749,17.283,1.4668,38.586,12.344,15.108,18.466,36.739,10.116,29.125,38.278,18.85,37.475,20.953,30.611,15.238,8.2656,42.334,12.021,42.271,29.715,24.536,20.933,23.14,32.498,33.022,21.14,13.965,29.236,34.015,14.751,17.528,19.033,4.5871,36.851,19.326,32.409,30.542,4.761,18.142,22.543,36.746,38.576,11.889,46.111,47.571,46.831,41.754,17.667,21.178,41.503,31.565,48.062,23.968,38.024,19.923,6.2914,41.382,26.104,8.7807,23.727,46.641,23.327,30.707,29.043,9.5448,11.742,10.474,21.523,42.965,17.442,19.545,14.477,47.088,41.38,8.1103,35.287,27.048,43.518,27.845,0.29562,45.763,1.9037
5.8055,10.85,2.7161,7.6299,12.141,11.865,6.1092,0.050179,12.924,8.3937,13.058,9.6262,8.0881,6.4971,11.042,0.93468,3.896,10.427,12.353,11.658,3.4922,3.011,1.7437,6.7605,7.2841,7.063,13.799,13.391,6.7417,9.1742,9.0909,1.1605,7.2567,9.3452,1.2707,14.506,2.1477,8.1933,12.263,14.142,0.49145,11.049,13.057,8.4837,14.409,3.4335,1.8985,3.7399,1.7531,11.889,5.2972,10.281,11.259,4.9221,0.94806,3.8171,7.8256,2.8367,3.4006,10.181,5.3763,3.8787,9.2895,12.677,0.06738,3.8541,2.3346,4.4646,9.3668,5.7373,4.9158,4.1328,0.21808,2.0465,13.06,9.1093,4.5119,0.88436,5.586,14.325,10.854,6.2648,13.031,3.9342,9.7928,0.73785,12.23,3.7857,0.42966,2.329,12.561,13.946,2.4608,0.29168,6.9986,4.6319,5.9169,11.797,7.126,3.9855
27.185,34.467,27.565,14.651,7.1087,52.567,52.315,36.871,10.685,36.661,45.232,37.05,48.931,51.412,28.163,17.018,31.083,3.2401,41.457,40.493,6.8039,17.014,17.613,8.3012,0.20626,35.006,6.7661,16.646,24.09,2.3441,48.151,37.476,16.196,36.757,29.601,1.1276,5.7441,45.593,42.863,28.537,16.748,17.232,25.366,49.312,14.064,0.57727,51.491,50.706,49.798,7.4577,19.785,50.125,44.353,12.072,49.536,10.652,25.756,23.314,23.261,19.664,33.793,39.628,17.103,51.528,2.0654,44.568,3.2203,40.298,52.215,6.6016,29.688,3.1428,33.978,52.337,38.869,0.10083,33.088,6.0763,20.305,9.7409,43.038,20.694,31.915,36.519,21.181,6.9944,12.009,17.983,25.871,26.54,35.343,8.1648,3.4134,23.018,47.65,47.997,1.9476,21.83,5.9838,48.992
310.72,37.962,317.17,136.37,6.7546,14.401,191.18,78.179,321.81,219.82,91.846,150.88,230.28,196.82,91.225,244.18,136.55,141.91,94.139,18.79,77.964,203.75,155.87,42.061,102.94,241.25,228.47,75.458,101.89,321.64,35.547,5.4148,51.665,93.051,94.721,227.47,245.68,235.47,229.16,267.57,117.69,42.677,26.847,186.49,166.25,37.438,99.837,103.6,231.32,9.8528,119.95,88.903,207.51,62.543,254.21,130.32,71.147,4.3086,148.56,76.505,44.851,233.32,310.84,257.72,227.08,234.76,71.834,201.4,17.852,194.22,193.03,124.45,53.598,90.578,101.19,74.819,303.23,20.875,243.08,147.61,200.69,10.448,106.47,68.818,60.817,72.009,66.207,275.11,85.288,155.57,206.75,102.69,83.652,261.82,153.1,63.438,45.636,260.83,193.64,197.07
124.61,119.34,155.66,171.87,49.57,12.902,110.16,74.173,34.533,47.053,150.23,156.55,120.09,161.27,164.37,99.985,174.45,27.701,82.52,18.061,77.901,141.12,65.209,99.103,31.271,159.76,0.73474,74.861,103.51,87.878,181.48,144,41.332,169.14,0.31656,62.302,121.84,96.829,71.703,200.65,57.659,116.01,195.71,17.264,3.9315,53.246,179.77,180.14,18.364,25.078,134.58,134.15,74.428,193.19,93.042,22.523,175.04,68.3,189.24,196.46,38.792,24.022,142.88,194.66,146.07,59.435,151.5,176.29,115.52,144.3,130.24,141,160.64,51.244,190.98,168.38,190.05,65.898,163.33,63.877,33.98,102.13,179.25,48.327,87.746,26.33,3.387,90.698,118.8,125.78,99.145,161.29,113.56,105.49,0.94321,37.136,140.82,81.461,93.193,74.916
230.09,12.308,174.56,310.38,217.14,297.18,290.9,250.53,55.718,152.38,65.284,55.026,98.288,7.0845,189.2,16.23,223.5,272.32,182.42,27.442,67.221,135.85,235.74,232.03,35.257,225.78,7.7435,167.57,229.22,178.31,48.553,270.66,50.905,224.51,285.87,79.571,269.31,142.2,263.25,36.34,188.11,110.81,24.787,265.31,181.36,228.7,182.74,45.398,60.164,296.5,124.79,303.26,291.02,115.2,198.56,50.061,209.81,187.97,155,182.68,87.037,214.35,179.45,131.41,286.1,85.367,98.301,82.483,140.66,265.02,145.92,141.28,147.53,251.48,204,28.56,171.49,13.196,131.51,146.27,19.877,60.156,81.771,306.55,184.85,129.89,253.43,213.66,86.883,36.828,64.047,261.63,242.4,185.59,260.24,133.39,177.33,272.25,125.93,91.534
47.986,24.882,7.7919,70.16,82.466,12.158,23.22,16.066,63.828,37.776,56.133,65.279,42.183,57.972,23.504,68.602,63.074,9.2318,31.274,29.447,75.462,58.634,28.386,13.022,60.614,25.615,61.445,62.48,11.746,1.8842,27.935,82.477,71.399,9.7937,26.708,81.332,22.108,74.492,0.48936,10.232,78.321,82.816,45.443,23.279,47.583,67.643,72.767,69.25,50.466,17.075,62.886,27.74,21.175,52.859,35.054,8.0823,45.069,15.436,1.8629,73.435,71.512,66.442,24.85,81.419,70.381,52.832,16.951,50.515,44.421,15.771,54.789,24.641,0.82157,10.55,41.935,18.074,39.685,49.761,51.875,35.106,9.7787,78.26,71.414,48.693,68.125,5.6878,73.288,64.888,38.269,62.379,64.798,56.278,31.581,72.99,5.75,75.765,80.442,30.65,28.5,58.94
62.162,116.99,167.02,83.582,99.377,212.77,183.53,146.4,173.14,149.8,172.84,213.81,47.056,48.004,40.898,113.05,186.76,144.61,20.967,145.12,7.8354,159.69,151.81,17.635,205.94,184.42,197.9,201.72,168.4,36.807,163.65,92.453,67.319,166,143.67,75.064,33.659,54.877,156.46,70.258,153.36,2.6044,4.9562,118.98,67.34,161.66,19.722,73.096,159.55,178.13,178.13,182.51,192.64,90.462,161.29,138.74,30.33,146.23,202.92,5.8532,212.66,23.929,146.56,94.694,67.143,82.625,34.255,23.145,43.219,162.45,64.755,186.07,7.2978,0.94554,92.882,165.9,151.07,68.923,202.46,102.88,163.21,71.705,130.66,81.381,35.901,38.009,97.843,24.205,181,156.28,31.732,213.76,73.893,50.274,122.24,29.678,56.632,134.01,201.27,21.696
